Root Domain,Location on Site,Technology Spend,Sales Revenue,Social,Employees,SKU,Company,Vertical,Tranco,Page Rank,Majestic,Umbrella,Overall Score,Performance,Accessibility,SEO,Best Practices,Telephones,Emails,X,Twitter,TikTok,Threads,Facebook,LinkedIn,Google,Pinterest,GitHub,Instagram,Vk,Vimeo,YouTube,People,Verified Profiles,City,State,Zip,Country,First Detected,Last Found,First Indexed,Last Indexed,eCommerce Platform,CRuX Rank,Cloudflare Rank,Exclusion,Compliance
irenedeem.com,irenedeem.com,$0,,,,,,Art And Entertainment,Outside Top 1m,31992646,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-707-486-9683,,,,,,,,,,,,,,,Irene Deem - Other - noemail,,Guerneville,CA,95446,US,2020-08-17,2022-03-20,2007-06-29,2024-05-03,,-,-,-,California CCPA
irenegaton.kred,irenegaton.kred,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02,2023-09-14,2017-10-09,2024-05-03,,-,-,-,-
ireneliando.kred,ireneliando.kred,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-21,2023-09-14,2021-12-21,2024-05-03,,-,-,-,-
irenesfloraldesign.com,irenesfloraldesign.com,$100,,250,0,0,Lovingly LLC,Society,Outside Top 1m,21092466,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-314-846-7977;+1-314-200-3351;+1-800-952-5210,kevinr.katon@energizer.com;wecare@irenesfloraldesign.com,,,,,facebook.com/irenesfloraldesign,,,,,instagram.com/irenesfloraldesign,,,,Kevin Katon - Whois - noemail; Louis Cemetery - Sales - noemail,,,,,,2015-06-19,2016-06-29,2014-05-17,2024-05-11,,Top 5m,-,-,-
irenetai206.kred,irenetai206.kred,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-21,2023-09-14,2021-12-21,2024-05-03,,-,-,-,-
irenetavares.com,irenetavares.com,$0,,,,,,,Outside Top 1m,69392395,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-416-903-7480,,,,,,,,,,,,,,,Irene Tavares - Sales - noemail,,Mississauga,ON,L5B,CA,2016-03-28,2019-12-23,2016-03-28,2024-05-03,,-,-,-,-
irenethayer.com,irenethayer.com,$0,,0,0,0,,,Outside Top 1m,4324851,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-17,2022-03-20,2018-10-04,2024-05-03,,-,-,-,-
ireney.com,ireney.com,$0,,,,,,,Outside Top 1m,29833819,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,Bhupendra Singh - Other - noemail,,,,,,2020-08-17,2021-07-02,2004-12-02,2024-05-03,,-,-,-,-
irenie.com,irenie.com,$0,,0,0,0,,Business And Industrial,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2020-08-17,2022-03-20,2013-09-15,2024-05-03,,-,-,-,-
irenko.com,irenko.com,$0,,0,0,0,,,Outside Top 1m,81363746,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-18,2022-03-20,2008-10-02,2024-05-03,,-,-,-,-
irentalhomes.com,irentalhomes.com,$100,,0,0,0,iRental Homes Inc,Technology And Computing,Outside Top 1m,53283776,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-877-547-7180;+1-844-326-7613;+1-727-666-7768,info@irentalhomes.com,,twitter.com/irentalhomes,,,facebook.com/irentalhomesnetwork,,,,,instagram.com/irentalhomes,,,,,,Tempe,AZ,85281,US,2020-05-05,2024-05-09,2003-09-21,2024-05-09,,Top 50m,-,-,-
irentamac.net,irentamac.net,$50,,50,0,0,iRent Mac LLC,Technology And Computing,Outside Top 1m,17263042,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-866-357-9955;+1-480-351-9609,contact@irentamac.net,,twitter.com/irentamac,,,facebook.com/irentamac,,,pinterest.com/irentamac,,instagram.com/irentamac,,,,Melissa Watson - Marketing - noemail; Eddie Watson - Csuite - noemail,,Tempe,AZ,85283,US,2016-05-05,2018-02-15,2016-05-05,2024-05-09,OpenCart,-,-,-,-
ireos.com,ireos.com,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-17,2022-02-12,2013-09-15,2024-05-03,,-,-,-,-
irepair-bh.com,irepair-bh.com,$100,"$14,958",0,0,0,,Home And Garden,Outside Top 1m,63193004,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,twitter.com/irepair_bh,,,facebook.com/irepairbahrain,,,,,instagram.com/irepair_bh,,,,,,,,,BH,2021-03-10,2024-05-09,2020-01-02,2024-05-09,Wix Stores,-,-,-,-
irepaircentre.nl,irepaircentre.nl,$250,,250,0,0,iRepairCentre.nl,Technology And Computing,Outside Top 1m,25393674,Outside Top 1m,Outside Top 1m,,,,,,ph:+31363000561,info@irepaircentre.nl,,,,,facebook.com/irepaircentrenl,,,,,instagram.com/irepaircentre.nl,,,,,,,FL,3891 KC,NL,2017-04-08,2017-08-08,2013-10-05,2024-05-09,,Top 50m,-,-,GDPR Netherlands
irepairitpc.com,irepairitpc.com,$100,"$7,782",,,,,Technology And Computing,Outside Top 1m,85273824,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-678-964-5201;+1-770-728-8992,,,twitter.com/irepairitpc,,,facebook.com/irepairitcovington,,,,,,,,,,,Covington,GA,30014,US,2021-01-28,2023-10-23,2015-09-05,2024-05-03,Wix Stores,-,-,-,-
irepairmacs.co.uk,irepairmacs.co.uk,"$2,000",,0,0,0,I Repair Macs,Technology And Computing,Outside Top 1m,18990369,Outside Top 1m,Outside Top 1m,,,,,,ph:+44-207-1001212;+44-30-01240413;+44-203-3899530;+44-74-27423491;+44-33-02234684;+44-77-90383383,info@irepairmacs.co.uk;support@irepairmacs.co.uk;hello@irepairmacs.co.uk,,twitter.com/irepairmacs,,,facebook.com/irepairmacs,,,pinterest.com/irepairmacs,,,,,,,,Greater London,UK,EC1V,GB,2016-01-09,2016-05-09,2014-07-12,2024-05-11,,-,-,-,GDPR United Kingdom
irepairmd.com,irepairmd.com,$250,"$20,140",,,,irepairmd,Automotive And Vehicles,Outside Top 1m,61312527,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-804-723-0549,prak@irepairmd.com,,,,,,,,,,,,,,Wathana Prak - Other - noemail,,Richmond,VA,23224,US,2021-01-17,2024-05-03,2014-01-11,2024-05-03,Ecwid;Wix Stores,Top 50m,-,-,-
irepairseattle.com,irepairseattle.com,$0,,0,0,0,iRepair Seattle,Technology And Computing,Outside Top 1m,31578896,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-206-799-9850,,,twitter.com/irepairseattle,,,facebook.com/irepairseattle,,,,,,,,,Yanira Chavez - President - noemail,,Seattle,Washington,98109,US,2014-11-30,2018-03-08,2013-09-15,2024-05-03,,-,-,-,-
irepay.net,irepay.net,$500,,500,0,0,iRepay Inc,Business And Industrial,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:,hello@irepay.net;support@irepay.net,,twitter.com/irepay,,,facebook.com/irepay,linkedin.com/company/irepay,,pinterest.com/irepay,,instagram.com/irepay,,,,,,,,,,2022-04-26,2024-05-09,2021-12-17,2024-05-09,,Top 10m,-,-,-
irepear.se,irepear.se,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,facebook.com/repear.se,,,,,,,,,,,,,,,2017-11-07,2018-06-02,2015-06-20,2024-05-03,,-,-,-,GDPR Sweden
irepinc.com,irepinc.com,"$1,000","$36,274",0,0,0,iRep Inc,Business And Industrial,Outside Top 1m,44233661,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-321-305-3888;+1-256-513-4384,sales@irepinc.com;website@irepinc.com,,,,,facebook.com/irepincsales,,,,,,,,,,,,,,,2014-09-21,2018-06-02,2009-04-12,2024-05-03,,-,-,-,-
irepliquedemontres.com,irepliquedemontres.com,$0,,,,,,,Outside Top 1m,15360635,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2023-02-14,2018-02-15,2024-05-03,,-,-,-,-
irequestit.com,irequestit.com,$0,,,,,Request It Music Inc,,Outside Top 1m,85273849,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2023-06-05,2023-06-22,2004-02-05,2024-05-03,,-,-,-,-
ireschilla.kred,ireschilla.kred,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-22,2023-09-14,2016-12-10,2024-05-03,,-,-,-,-
irescue.pl,irescue.pl,$0,,0,0,0,,,Outside Top 1m,58395859,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,instagram.com/irescue.pl,,,,,,,,,,2017-02-28,2017-03-03,2017-02-28,2024-05-03,,Top 50m,-,-,GDPR Poland
iresourcesglobal.com,iresourcesglobal.com,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-22,2023-06-22,2021-04-07,2024-05-03,,-,-,-,-
iresourcesinc.com,iresourcesinc.com,$0,,,,,,Technology And Computing,Outside Top 1m,32846008,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2020-06-02,2021-05-16,2015-03-29,2024-05-03,,-,-,-,-
irestudios.com,irestudios.com,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-17,2021-11-16,2013-09-15,2024-05-03,,-,-,-,-
iretask.com,iretask.com,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-11,2022-11-27,2020-05-02,2024-05-03,,-,-,-,-
iretirefinancial.com,iretirefinancial.com,$0,,,,,Bocivus Solutions LLC,Technology And Computing,Outside Top 1m,46743129,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-877-262-4886,,,,,,,,,,,,,,,Mike Huck - Account - noemail; Tyler Johnson - Account - noemail,,Council Bluffs,IA,51503,US,2017-12-03,2018-04-24,2017-01-16,2024-05-03,,-,-,-,-
ireverse.com,ireverse.com,$100,,0,10,114,Ireverse Home Loans Corporation,Finance,Outside Top 1m,31976324,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-410-902-6100;+1-800-486-8786,,,twitter.com/ireverse,,,,,,,,,,,,Michael Mazursky - Csuite - mmazursky@ireverse.com,,Reisterstown,MD,21136,US,2019-04-17,2023-12-06,2007-11-01,2024-05-15,,-,-,-,-
ireviewbet.com,ireviewbet.com,$100,,,,,,,Outside Top 1m,61421481,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-17,2024-03-09,2022-07-19,2024-05-03,,-,-,-,-
ireviewed.in,ireviewed.in/*,$10,,50,0,0,I Reviewed.in,Business And Industrial,Outside Top 1m,22862554,Outside Top 1m,Outside Top 1m,,,,,,ph:,info@ireviewed.in,,twitter.com/ireviewed_in,,,facebook.com/ireviewed,,,pinterest.com/ireviewed,,instagram.com/ireviewed.in,,,,,,,,,,2020-08-17,2020-08-17,2015-01-27,2024-05-03,,Top 50m,-,-,-
irevo.com,irevo.com/*,$0,,0,0,0,,Technology And Computing,Outside Top 1m,14071110,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2020-03-22,2020-03-22,2013-09-15,2024-05-11,,-,-,-,-
irevu.me,irevu.me,$500,,0,1,0,Engagiant Software LLC,Business And Industrial,Outside Top 1m,9967523,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-920-349-7388,,,twitter.com/engagiant_irevu,,,,linkedin.com/company/engagiant-irevu,,,,,,,,Michael Heller - Csuite - noemail; John Fanguy - Csuite - noemail; Maren Hogan - Csuite - noemail,,,,,,2017-04-08,2024-05-11,2017-04-08,2024-05-11,,Top 50m,-,-,-
irexta.com,irexta.com,$250,,0,0,0,iRexta,Technology And Computing,Outside Top 1m,57946760,Outside Top 1m,Outside Top 1m,,,,,,ph:,sales@irexta.com,,,,,facebook.com/irextahosting,,,,,,,,,,,Mirihana,1,10250,LK,2022-06-01,2024-05-03,2021-12-21,2024-05-09,,-,-,-,-
irezistibil.com,irezistibil.com,$0,,0,0,0,,Business And Industrial,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2021-05-16,2021-07-02,2013-09-15,2024-05-03,,-,-,-,-
irezumitattoo.com,irezumitattoo.com,$0,,,,,,,Outside Top 1m,81363791,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-27,2022-11-30,2022-11-05,2024-05-03,,-,-,-,-
irfani.com,irfani.com,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-18,2022-02-12,2001-04-03,2024-05-03,,-,-,-,-
irfanx.com,irfanx.com,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-09,2024-03-09,2023-04-18,2024-05-03,,-,-,-,-
irfgtygn76nict.kred,irfgtygn76nict.kred,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-04,2023-09-14,2022-10-30,2024-05-03,,-,-,-,-
irg7pxbrtzxrgf-a.kred,irg7pxbrtzxrgf-a.kred,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-04,2023-09-14,2022-10-28,2024-05-03,,-,-,-,-
irgendwohin.com,irgendwohin.com,$0,,0,0,0,,Business And Industrial,Outside Top 1m,60783763,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2020-08-17,2022-03-20,2013-09-15,2024-05-03,,-,-,-,-
irggo.com,irggo.com,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-22,2023-06-22,2021-07-31,2024-05-03,,-,-,-,-
irggroup.com,irggroup.com,$100,,,,,qqemas,Business And Industrial,Outside Top 1m,19404044,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-407-481-0502;+1-610-566-0124;+1-407-481-0500,contactus@irggroup.com;ken.cage@irggroup.com,,,,,,,,,,,,,,Bob Weeks - Sales - b.weeks@irggroup.com; Ken Cage - President - k.cage@irggroup.com,,,,,ID,2020-12-31,2024-05-04,2003-10-07,2024-05-04,,-,-,-,-
irghomar.com,irghomar.com,$0,,0,0,0,,Finance,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2015-06-21,2015-06-21,2014-07-30,2024-05-03,,-,-,-,-
irgigalerija.lt,irgigalerija.lt,$0,,500,0,0,IRGI galerija,,Outside Top 1m,32470933,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,facebook.com/irgigalerija,,,,,instagram.com/irgigalerija,,,,,,,,,LT,2021-03-31,2023-08-03,2020-09-16,2024-05-03,,Top 50m,-,-,GDPR Lithuania
irglaw.com.au,irglaw.com.au,$0,,,,,IRG Law,Law  Govt And Politics,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:+61-73-0638898,enquiries@irglaw.com.au,,,,,,,,,,,,,,Alessandra Navarro - Director - noemail,,Bundall,QLD,4217,AU,2023-10-01,2023-11-18,2019-03-02,2024-05-03,,-,-,-,-
irh2zmx6mvpcan.kred,irh2zmx6mvpcan.kred,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-04,2023-09-14,2022-10-25,2024-05-03,,-,-,-,-
irhair.com,irhair.com,$0,,0,0,0,,Business And Industrial,Outside Top 1m,7873613,Outside Top 1m,Outside Top 1m,,,,,,ph:,email@irhair.com,,twitter.com/irhairssupplier,,,,,,,,instagram.com/irhairfactory,,,,,,,,,,2016-06-29,2016-10-03,2014-01-11,2024-05-03,,-,-,-,-
irhfu37ehdh.kred,irhfu37ehdh.kred,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-04,2023-09-14,2022-11-05,2024-05-03,,-,-,-,-
irhikn0ocyl7cgr.kred,irhikn0ocyl7cgr.kred,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-04,2023-09-14,2022-10-31,2024-05-03,,-,-,-,-
iriantoto03.com,iriantoto03.com,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-20,2023-06-22,2023-06-03,2024-05-03,,-,-,-,-
iriantoto2023.com,iriantoto2023.com,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-20,2023-08-03,2023-06-03,2024-05-03,,-,-,-,-
iriantoto22.com,iriantoto22.com,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-07,2023-10-07,2023-10-07,2024-05-03,,-,-,-,-
iriantoto33.com,iriantoto33.com,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-28,2023-09-28,2023-09-28,2024-05-03,,-,-,-,-
iriantoto55.com,iriantoto55.com,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-08,2023-09-08,2023-09-08,2024-05-03,,-,-,-,-
iriantoto66.com,iriantoto66.com,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-15,2023-09-14,2023-08-15,2024-05-03,,-,-,-,-
iriantoto77.com,iriantoto77.com,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-15,2023-08-15,2023-08-15,2024-05-03,,-,-,-,-
iring24.com,iring24.com,$0,,,,,Iring24 Ltd,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:+44-203-3181885,admin@iring24.com,,,,,,,,,,,,,,N/A - Other - noemail,,Deal,KEN,CT14,GB,2018-04-08,2018-06-02,2016-06-29,2024-05-11,,-,-,-,GDPR United Kingdom
iris01.online,iris01.online,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30,2023-07-05,2023-06-14,2024-05-03,,-,-,-,-
iris02.online,iris02.online,$100,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30,2024-03-09,2023-06-14,2024-05-03,,-,-,-,-
iris03.online,iris03.online,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30,2023-06-30,2023-06-14,2024-05-03,,-,-,-,-
iris04.online,iris04.online,$100,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-20,2024-03-09,2023-06-14,2024-05-03,,-,-,-,-
iris05.online,iris05.online,$100,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-20,2024-03-09,2023-06-14,2024-05-03,,-,-,-,-
irisgomez52.kred,irisgomez52.kred,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-04,2023-09-14,2022-03-15,2024-05-03,,-,-,-,-
irishrover540.kred,irishrover540.kred,$500,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-04,2023-09-14,2022-11-05,2023-10-30,,-,-,-,-
irit4d.art,irit4d.art,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-03,2024-03-09,2024-03-03,2024-05-03,,-,-,-,-
irit4d.biz,irit4d.biz,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-27,2024-03-27,2024-03-27,2024-05-03,,-,-,-,-
irit4d.co,irit4d.co,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-18,2024-02-19,2024-02-18,2024-05-03,,Top 5m,-,-,-
irit4d.ink,irit4d.ink,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14,2024-03-15,2024-03-14,2024-05-03,,-,-,-,-
irit4d.lol,irit4d.lol,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-03,2024-03-03,2024-03-03,2024-05-03,,Top 5m,-,-,-
irit4d.store,irit4d.store,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-18,2024-03-19,2024-03-18,2024-05-03,,-,-,-,-
irit4d.wiki,irit4d.wiki,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-03,2024-03-03,2024-03-03,2024-05-03,,-,-,-,-
irit4dresmi10.lat,irit4dresmi10.lat,$250,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-11,2024-05-11,2024-05-11,2024-05-11,,-,-,-,-
irit4dwin10.art,irit4dwin10.art,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-23,2024-04-25,2024-04-23,2024-05-04,,-,-,-,-
digaround.com,digaround.com,$0,,0,0,0,,Business And Industrial,Outside Top 1m,35924043,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2020-06-15,2022-03-18,2008-12-24,2024-04-30,,-,-,-,-
digestione.com,digestione.com,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-17,2022-03-13,2013-05-31,2024-04-30,,-,-,-,-
digiland.co.uk,digiland.co.uk,$500,"$1,444,885",0,0,432,Digiland,Business And Industrial,Outside Top 1m,14204880,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,twitter.com/digilandltd,,,facebook.com/digilandtelford,,,,,,,,,,,Telford,SHR,TF3,GB,2014-05-15,2014-05-16,2009-10-31,2024-05-14,,Top 50m,-,-,GDPR United Kingdom
digiland.com.tr,digiland.com.tr,$0,,0,0,0,,Technology And Computing,Outside Top 1m,55729994,Outside Top 1m,Outside Top 1m,,,,,,ph:,info@digiland.com.tr,,twitter.com/digilandturkey,,,facebook.com/digilandturkey,linkedin.com/company/digilandturkey,,,,instagram.com/digilandturkey,,,,,,,,,,2017-11-19,2018-12-06,2016-01-10,2024-04-30,,-,-,-,-
digimind.at,digimind.at,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-31,2018-06-02,2018-05-31,2024-05-11,,-,-,-,GDPR Austria
digimind.ch,digimind.ch,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-31,2018-06-02,2018-05-31,2024-05-04,,-,-,-,-
digimind.co,digimind.co,$0,,0,0,0,DIGIMIND Inc,Science,Outside Top 1m,17358033,Outside Top 1m,Outside Top 1m,,,,,,ph:+1-800-510-3790;+1-646-930-4801,,,twitter.com/digimindci,,,facebook.com/digimind,linkedin.com/company/digimind,,,,instagram.com/digimindlife,,,youtube.com/user/digimindtv,Patrice Francois - Csuite - noemail; Raphael Fauveau - Csuite - noemail,,New York City,NY,10016,US,2018-05-31,2018-06-18,2018-05-31,2024-05-11,,-,-,-,-
digimind.co.uk,digimind.co.uk,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-31,2018-06-02,2018-05-31,2024-04-30,,-,-,-,GDPR United Kingdom
digimind.de,digimind.de,$0,,,,,,,Outside Top 1m,25599871,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-31,2018-06-18,2018-05-31,2024-05-11,,-,-,-,GDPR Germany
digimind.dk,digimind.dk,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-31,2018-06-02,2018-05-31,2024-04-30,,-,-,-,GDPR Denmark
digimind.es,digimind.es,$0,,0,0,0,,,Outside Top 1m,20572657,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-31,2018-06-18,2018-05-31,2024-04-30,,-,-,-,GDPR Spain
digimind.fr,digimind.fr,$0,,0,0,0,,Business And Industrial,Outside Top 1m,1494447,Outside Top 1m,Outside Top 1m,,,,,,ph:+33-1-53340808;+33-4-76701378;+1-800-510-3790,,,twitter.com/digimind_fr,,,facebook.com/digimindfrance,linkedin.com/company/digimind,,,,,,,youtube.com/user/digimindtv,N/A - Other - n/a@digimind.fr; N/A - Marketing - n/a@digimind.fr; N/A - Sales - n/a@digimind.fr; N/A - Director - n/a@digimind.fr; N/A - Manager - n/a@digimind.fr,,New York City,NY,10016,US,2016-07-06,2018-07-02,2011-11-06,2024-05-11,,-,-,-,GDPR France
digimind.org,digimind.org,"$2,000",,0,0,0,,,Outside Top 1m,31075430,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-31,2018-06-02,2018-05-31,2024-05-11,,-,-,-,-
